,Unnamed: 0,Name,Teams,Season,POS,GP,REC,TGTS,YDS,AVG,TD,LNG,BIG,YDS/G,FUM,LST,YAC,FD
1015,,Alex Erickson,CIN,2019,WR,16,43,78,529,12.3,0,52,5,33.1,1,0,230,26
1016,,Leonard Fournette,JAX,2019,RB,15,76,100,522,6.9,0,27,3,34.8,1,1,576,23
1017,,Mohamed SanuATL,ATL / NE,2019,WR,15,59,89,520,8.8,2,28,3,34.7,0,0,193,30
1018,,Dalvin Cook,MIN,2019,RB,14,53,63,519,9.8,0,31,7,37.1,1,0,597,26
1019,,Miles Sanders,PHI,2019,RB,16,50,63,509,10.2,3,45,8,31.8,0,0,419,19
1020,,John Ross,CIN,2019,WR,8,28,56,506,18.1,3,66,10,63.3,1,1,200,22
1021,,T.Y. Hilton,IND,2019,WR,10,45,68,501,11.1,5,35,6,50.1,0,0,213,24
1022,,Alshon Jeffery,PHI,2019,WR,10,43,73,490,11.4,4,38,6,49.0,0,0,133,36
1023,,Allen Lazard,GB,2019,WR,16,35,52,477,13.6,3,43,6,29.8,0,0,145,24
1024,,Aaron Jones,GB,2019,RB,16,49,68,474,9.7,3,67,6,29.6,1,1,453,18
1025,,Evan Engram,NYG,2019,TE,8,44,68,467,10.6,3,75,4,58.4,0,0,254,23
1026,,Le'Veon Bell,NYJ,2019,RB,15,66,78,461,7.0,1,23,2,30.7,1,1,454,20
1027,,O.J. Howard,TB,2019,TE,14,34,53,459,13.5,1,33,8,32.8,1,1,165,23
1028,,Tarik Cohen,CHI,2019,RB,16,79,104,456,5.8,3,31,2,28.5,1,0,437,18
1029,,Marquez Valdes-Scantling,GB,2019,WR,16,26,56,452,17.4,2,74,7,28.3,0,0,152,14
1030,,Demarcus Robinson,KC,2019,WR,16,32,55,449,14.0,4,44,7,28.1,0,0,105,19
1031,,Jack Doyle,IND,2019,TE,16,43,72,448,10.4,4,23,4,28.0,1,0,223,29
1032,,Jimmy Graham,GB,2019,TE,16,38,60,447,11.8,3,48,7,27.9,1,0,256,23
1033,,Russell Gage,ATL,2019,WR,16,49,74,446,9.1,1,19,0,27.9,0,0,167,25
1034,,Jonnu Smith,TEN,2019,TE,16,35,44,439,12.5,3,57,8,27.4,0,0,284,16
